date,tweet
2022-01-23,Desain kawasan Istana Negara di ibu kota negara (IKN) baru Indonesia ditaksir bakal menelan biaya Rp 2 triliun untuk pembangunannya. https://t.co/yI7qFpsooK
2022-01-23,"Lain dibibir lain pula kenyataan, sudah #Karakter.

|Waktu bergulir, kebijakan nampaknya ikut berbeda. Laman resmi Ibu Kota Negara (IKN) mencatat porsi APBN untuk pembangunan pusat pemerintahan baru tersebut naik dari 19 persen menjadi 53,5 persen.
https://t.co/sOa3dpehvT"
2022-01-23,"Pengesahan RUU Ibu Kota Negara (IKN) mendapat sorotan tajam dari tokoh bangsa, Profesor Din Syamsuddin

#TikusIstana
#TikusIstana"
2022-01-23,"Sikap dan suara resmi PKS terkait penolakan RUU IKN/rencana pemindahan Ibu Kota Negara sepenuhnya ada di @FPKSDPRRI dan para jubir yang ditunjuk secara resmi oleh Presiden PKS @syaikhu_ahmad !

#CerdasLiterasi #PKSPelayanRakyat #PKS https://t.co/d9vTQQtAs3"
2022-01-23,"Salah satu alasan Jokowi membangun Ibu Kota Negara (IKN) baru adalah potensi Jakarta tenggelam.

👁👁🙃🙃👁👁 https://t.co/hqnOMXnXAO"
2022-01-23,"Pakar Sebut Lokasi Ibu Kota Negara (IKN) Nusantara Bisa Jadi Rawan Kebakaran  

#IKN #IKNNusantara #NusantaraIndonesiaRaya
https://t.co/wUotPe4J5G"
2022-01-23,"Koalisi Masyarakat Kaltim menolak Undang-undang tentang Ibu Kota Negara (IKN) yang baru disahkan DPR pada Selasa, 19 Januari 2022.  https://t.co/I60rLPm3V8

#TikusIstana
#TikusIstana"
2022-01-23,"Otorita Ibu Kota Negara Nusantara dibekali kewenangan terkait investasi. Namun, kewenangan untuk mendukung kebutuhan IKN Nusantara sebagai pusat pemerintahan, justru belum tergambar. #Polhuk #AdadiKompas @lordjune @iqbalbasyari 

https://t.co/akiC8W3B1R"
2022-01-23,"Viral pria bernama Edy Mulyadi menyebut Prabowo seperti macan yang mengeong. Di awal pembicaraan, Edy membahas tentang siapa yang akan jadi pengembang di Ibu Kota Negara (IKN) Nusantara. https://t.co/nhaBdSpYd2"
2022-01-23,"Om @aniesbaswedan gak usah lagi ngurusin kota Jakarta,karna Jakarta bukan lagi ibu kota negara kesatuan republik Indonesia.
Jadi sangat percuma anda ngoceh gak karuan,kasian pemuja anda semakin ngenes hidupnya.
""NUSANTARA"" adalah IKN dan itu ada di Kaltim😁😁 https://t.co/6TCHQQzISD"
2022-01-23,Ibu Kota Negara (IKN) Nusantara menarik minat banyak pihak di dunia. Tak terkecuali Space Exploration Technologies Corporation (SpaceX) milik Elon Musk. https://t.co/ndlEseaUTa
2022-01-23,Salah satu alasan Jokowi membangun Ibu Kota Negara (IKN) baru adalah potensi Jakarta tenggelam. https://t.co/uIpxddlZ9s
2022-01-23,"Gubernur DKI Jakarta Anies Baswedan menegaskan, Jakarta akan tetap menjadi pusat perekonomian meskipun ibu kota negara (IKN) pindah ke Kalimantan Timur.

https://t.co/PkPdNWB4lt https://t.co/reRpRazPhB"
2022-01-23,"Pembangunan Ibu Kota Negara (IKN) yang bergantung ke APBN dan tidak adanya CPNS di 2022 jadi berita populer pada Sabtu (22/1).

👁👁🤔🤔👁👁 https://t.co/f3fIIVCyfl"
2022-01-23,"Gubernur Provinsi DKI Jakarta, Anies Baswedan menegaskan, meskipun telah ditetapkan daerah Ibu Kota Negara (IKN) di Kalimantan Timur, Kota Jakarta masih tetap menjadi pusat perekonomian.

Baca berita selengkapnya https://t.co/CmUJnzpQUB
#NewsOne #CariBeritaditvOne #Aniesbaswedan https://t.co/NBJgvTaGb8"
2022-01-23,"JAKARTA - Elon Musk dikabarkan minta ""jatah"" bandara di ibu kota negara (IKN) baru, Nusantara. Space X akan diterjunkan di sana sebagai https://t.co/mxEOkJg7XE"
2022-01-23,Pemerintah telah membuat perhitungan dampak ekonomi pemindahan Ibu Kota Negara (IKN). Seberapa besar? https://t.co/CV1YvAFYP1
2022-01-23,"Di dalamnya terdapat key perfomance indicator (KPI) sebagai benchmark. “Kami sedang persiapkan ibu kota negara dalam bentuk metaverse,” ujar Suharso dalam rapat bersama Panitia Khusus (Pansus) RUU IKN. 

@Suharso_M 
@Jiwamudaindo"
2022-01-23,Desain kawasan Istana Negara di ibu kota negara (IKN) baru Indonesia ditaksir bakal menelan biaya Rp 2 triliun untuk pembangunannya. https://t.co/6G2YeRZbvE
2022-01-23,"Setelah di tetapkan Kalimantan sebagai IKN (Ibu Kota Nusantara) Ibu Kota Negara Indonesia. Pada waktunya bakal ngerasain diskriminasi Ras seperti yang di rasakan suku ""Betawi"" di Jakarta dan Bekasi.
Analoginya Kalimantan itu rumah yang lebih ter Expose di Indonesia"
2022-01-23,"Gugatan maju terus....UUIKN modus banget....dan mengada-ada dalam suasana pandemi!

UU IKN Digugat ke MK, Ibu Kota Negara Indonesia Bisa Senasib Korea Selatan https://t.co/7IPt09U1tQ"
2022-01-23,Gowes Gagal Mendarat di Monas Ibu Kota Negara #monas #IKN  https://t.co/ODlH0J1W66 #Subscribe
2022-01-23,"Bentuk dukungan Kami untuk Ibu Kota Negara IKN dengan nama NUSANTARA
Semoga Ibu Kota Baru membawa kejaayan Indonesia kembali,,menuju Indonesia Maju
Yang berminat ava seperti saya
ini linknya https://t.co/Z669aCCQzg
Semangat
Menuju Kejayaan NUSANTARA
Salam
#GerakanMERAHPUTIH https://t.co/d9D2gPoA7W"
2022-01-23,"Kawan Kabinet, seperti telah diketahui, pemerintah telah memutuskan ""Nusantara"" sebagai nama Ibu Kota Negara (IKN) yang baru.

Apa sih makna di baliknya? Simak, yuk!

#GrafiKabinet https://t.co/OJ9hrHNaVV"
2022-01-23,"Libatkan ilmuwan atau lembaga IPTELK kita Pak @jokowi

https://t.co/m0fzhcCuUt

Ibu Kota Negara (IKN) Nusantara menarik minat banyak pihak di dunia. Tak terkecuali Space Exploration Technologies Corporation (SpaceX) milik Elon Musk."
2022-01-23,"Sosok Cornelis Hingga Mahyudin Diusulkan Jadi Kepala Badan Otorita Ibu Kota Negara
#IKN #Jokowi #Cornelis #Mahyudin #TerasNarang #MarthinBilla #Sukiryanto #DPDRI #Senator #Kalimantan #kalimantanbarat 
 
https://t.co/iOaaLCkBZr lewat @tribunpontianak"
2022-01-23,"Polemik Pemindahan IKN, Pengamat Sebut Jokowi Sudah Bosan?: Polemik pemindahan ibu kota negara ke Penajam Paser Utara, Kalimantan Timur terus bergulir.  https://t.co/E1IaYUmxpo #News #ikn #jokowi"
2022-01-23,"Nama-nama calon pemimpin Badan Otorita Ibu Kota Negara (IKN) yang selama ini belum mengemuka ke publik bisa dimunculkan.

Presiden Joko Widodo punya banyak pilihan untuk menentukan siapa pemimpin yang tepat.
https://t.co/rfN5WE9rhp"
2022-01-23,"Yg menarik, Metaverse menjadi pengaktif penggerak dan sekaligus sebuah terobosan untuk Indonesia agar semakin maju dalam rencana pembangunan Ibu Kota Negara (IKN)
@Suharso_M @Jiwamudaindo"
2022-01-23,RT korantempo: Akademikus dan koalisi masyarakat sipil menemukan cacat bawaan Undang-Undang Ibu Kota Negara (UU IKN) baru. Pembahasan kila…
2022-01-23,"@conan_idn @susipudjiastuti @ridwankamil @jokowi Cuma anda kelihatan super pekoknya drun, IKN : Ibu Kota Negara = biaya APBN.  Kecuali jika IRJ : Itu Rumah Jokowi = Anggaran pribadi."
2022-01-23,"IKN ( Ibu Kota Negara), di beri Nama Nusantara ?

Bagaimana Menurutmu?"
2022-01-23,Pembahasan Rancangan Undang-Undang Ibu Kota Negara (RUU IKN) berjalan kilat dan minim partisipasi publik. Investor asing menanti payung hukum ibu kota baru.  https://t.co/Syk41Ec3kR #MajalahTempo
2022-01-23,11 Alasan PKS Menolak RUU IBU KOTA NEGARA (IKN). Menolak Bukan Sekedar Menolak. Silahkan Share https://t.co/9bzPzGo1Py
2022-01-23,"@hariankompas pagi ini ngebahas otorisasi investasi di IKN Nusantara, iyah Ibu Kota Negara Nusantara nantinya punya keistimewaan soal investasi..
Di halaman belakang ada foto-foto badut jalanan yang sepertinya “terpaksa” mengamen… https://t.co/2x7sZTcQcL"
2022-01-23,"“Kami sedang persiapkan ibu kota negara dalam bentuk metaverse,”
Ujar Pak Menteri PPN/Bappenas.

Ditargetkan selesai pada April 2022.

Metaverse IKN sendiri memiliki tujuan untuk menghasilkan kesejahteraan berkedaulatan melalui penataan pemerintah di era metaverse bagi Indonesia. https://t.co/QVhuh2MWbQ"
2022-01-23,"""Pasalnya, sebelum RUU IKN disahkan  Jokowi menyebut pembangunan Ibu Kota Negara baru itu tidak akan menggunakan Anggaran Pendapatan Belanja Negara (APBN)""... https://t.co/og6FKpT9JM"
2022-01-22,"Daftar Infrastruktur yg akan Dibangun di Ibu Kota Baru (IKN)

Istana Negara menjadi infrastruktur utama yg wajib ada saat dimulai pemindahan ibu kota. Kompleks Istana Negara akan dibangun di lahan luas 100 hektare dari sebelumnya 55 h
#GerakanMERAHPUTIH 
 https://t.co/CKo6w0Jmq3"
2022-01-22,"Presiden Jokowi resmi setujui Ibu Kota Negara Indonesia (IKN) baru dengan 
Nama Nusantara 
Semoga Ibu Kota Baru dengan nama baru Indonesia bisa bangkit menjadi 
Salah satu negara terkuat di Dunia
Indonesia maju ✊🇮🇩

Nusantara Milik Kita 
#GerakanMERAHPUTIH 
Satu Tekad Jaga NKRI https://t.co/4bJPGQMS4U"
2022-01-22,"Dengan gampangnya memindahkan ibu kota negara, knp mda sekalian jokowi sj nama IKN yg baru"
2022-01-22,Pembangunan Ibu Kota Negara (IKN) yang bergantung ke APBN dan tidak adanya CPNS di 2022 jadi berita populer pada Sabtu (22/1). https://t.co/mSaVS865EY
2022-01-22,Ada yang tahu kah berapa kira- kira anggaran untuk rapat- rapat pembahasan Ibu Kota Negara ( IKN)??
2022-01-22,"Kantor Staf Presiden (KSP): Menepis anggapan proses pembahasan dan pengesahan RUU Ibu Kota Negara (IKN) menjadi undang-undang sangat singkat dan terburu-buru. Perumusan UU IKN sudah melalui proses diskusi dan komprehensif.
@jokowi
@KSPgoid

https://t.co/wxh55Ute0c"
2022-01-22,"Mirip UU Omnibus Law dibahas Super Cepat saat Pandemi masih berlangsung..
UU IKN Digugat ke MK, Ibu Kota Negara Indonesia Bisa Senasib Korea Selatan https://t.co/Pnwp2BLR0y"
2022-01-22,Musikus legendaris Iwan Fals memberi komentar soal dipilihnya Nusantara sebagai nama ibu kota negara (IKN) baru. #IwanFals https://t.co/HYD2zESFpV
2022-01-22,"Kantor Staf Presiden (KSP): Nama-nama calon pemimpin Badan Otorita Ibu Kota Negara (IKN) yang selama ini belum mengemuka ke publik bisa dimunculkan.

Dengan demikian, Presiden @jokowi punya banyak pilihan utkk menentukan siapa pemimpin yg tepat.

@KSPgoid https://t.co/27OF0KAgXj"
2022-01-22,"@ernestprakasa Sy setuju. Nusantara  kurang sreg utk nama IKN karena rancu dgn wilayah Nusantara.  Sebaiknya  ganti dgn Kartanegara,  karta = kota. Jadi artinya kartanegara = ibu kotanya negara. Lagi pula di kaltim dulu ada kerajaan Kutai Kertanegara."
2022-01-22,"@ridwankamil Ibu kota baru dan kondisi ekonomi kekinian menjadi taruhan atas UU IKN. Ada masalah pada kondisi pengalaman bangsa kita, yaitu mobilitas penduduk ke tempat baru. Ibu Kota Negara dengan nama Nusantara, akan menjadi mubajir jika tempat itu tak ada mobilitas tinggi."
2022-01-22,"Gubernur Kaltim Komentari Pengesahan UU IKN, Begini Katanya
Gubernur Kaltim Isran Noor menyatakan pemilihan nama Ibu Kota Negara atau IKN Nusantara tepat bagi seluruh masyarakat Indonesia.
https://t.co/ZuS0Qjmx0h"
2022-01-22,"Warga asal Banjar yang berdomisili di Provinsi Kalimantan Timur diminta terus meningkatkan kompetensi sumber daya manusia (SDM) untuk menyambut perpindahan Ibu Kota Negara (IKN) ke provinsi ini, agar mampu bersaing secara profesional. https://t.co/mHoVNVaJkc"
2022-01-22,"Sahkan RUU IKN, DPR dan Pemerintah Diminta Bubar karena Langgar Sumpah, MS Kaban: Kembalikan Rakyat Berdaulat

Rancangan Undang-Undang Ibu Kota Negara (RUU IKN) resmi disahkan menjadi UU oleh DPR dalam Rapat Paripurna pada Selasa, 18 Januari 2022.

https://t.co/gJKGGMCT3W"
2022-01-22,"@ridwankamil Lebih baik uangnya buat reboisasi hutan tropis yg sdh gundul krn jd kebun sawit dan tambang... 
Pemerataan pembangunan itu bukan memindahkan ibu kota negara. Percuma ikn di Kalimantan tp fokus pembangunan tetap di Jawa"
2022-01-22,"6. Adapun syarat yang perlu dimiliki seorang calon Kepala Badan Otorita Ibu Kota Negara (IKN) memiliki pengalaman dan pengetahuan tentang kepemimpinan dalam membangun sebuah kota. | #Jokowi #IbuKotaBaru #Nusantara #JernihkanHarapan 

https://t.co/XVwsE5sqGr."
2022-01-22,"Sejarah Muasal Kata Nusantara yang Dijadikan Nama Ibu Kota Baru

Sebuah Utas :
Nusantara dipilih sebagai nama Ibu Kota Negara (IKN). https://t.co/7gztSzUINA"
2022-01-22,"1. Presiden Jokowi  buka suara soal kriteria Kepala Otorita Ibu Kota Negara (IKN) ""Nusantara"" yang ia incar. | #Jokowi #IbuKotaBaru #Nusantara #JernihkanHarapan

https://t.co/tWlHp29Nsf."
2022-01-22,ISU pemilihan Kepala Otorita Ibu Kota Negara (IKN) berhembus kencang. Publik bertanya-tanya siapakah sosok yang akan dipilih Presiden Jokowi untuk menjabat jabatan setingkat menteri tersebut.  https://t.co/9KDchdWqcv
2022-01-22,"Tidak sepatutnya @jokowi anda Mencla Mencle , ini urusan Negara , harusnya anda konsisten , Mulai kereta api cepat ,ingkar hari ini IKN , gimana to mas ?.....Jokowi Ralat Janjinya, Ongkos Ibu Kota Baru Kini Boleh Bebani APBN
Klik untuk baca: https://t.co/lF6M7UUKNs"
2022-01-22,"Arief Puyuono Tak Setuju Ibu Kota Negara (IKN) Bernama Nusantara, Sebut Nanti Bubar Seperti Majapahit https://t.co/zyySccWpU8"
2022-01-22,Partai Gerindra Sulut melaporkan Edy Mulyadi karena tak terima Prabowo Subianto disebut sebagai macan yang mengeong terkait keputusan pemindahan ibu kota negara (IKN). #publisherstory https://t.co/WJQ3GEJ0UR
2022-01-22,"💠INDONESIA PINDAHKAN IBU KOTA DARI JAKARTA KE HUTAN KALIMANTAN
.. 
.. 
.. 
.. 
Jakarta sudah tidak memungkinkan untuk dijadikan Ibu Kota Negara. Pindah Ibu Kota adalah keputusan tepat. 
Kepindahan IKN juga sudah disetujui. 

@jokowi Indonesia Maju https://t.co/B4grxiw17B"
2022-01-22,"Hasanuddin Ungkap Dua Tugas Kepala Otorita IKN

Jakarta, https://t.co/zxUdx8IIAG - Anggota panitia khusus (Pansus) rancangan undang-undang Ibu Kota Negara (RUU IKN) TB Hasanuddin menjelaskan, kepala...

Selengkapnya : https://t.co/FECj4xrtQV

#PDIPerjuangan 
#SolidBergerak https://t.co/zq2pNYGHLr"
2022-01-22,"Ibukota Pindah! Anggota DPD Usul Jakarta Jadi 'DKE' Daerah Khusus Ekonomi: Setelah UU Ibu Kota Negara (IKN) disahkan, maka secara otomatis nanti Jakarta akan kehilangan statusnya sebagai Daerah Khusus… https://t.co/dbdaUWToks #News #ibukotanegara #daerahkhususibukotajakarta"
2022-01-22,"Anies Rasyid Baswedan menegaskan, meskipun telah ditetapkan daerah Ibu Kota Negara (IKN) di Kalimantan Timur, Kota Jakarta masih tetap menjadi pusat perekonomian.

https://t.co/u1Qzx9vRT6"
2022-01-22,"Ibu Kota Negara (IKN) Berencana Pindah dari Jakarta Ke Kalimantan Timur

Bappenas telah menyampaikan hasil kajian mengenai pemindahan Ibu Kota Negara.

Pemindahan Ibu Kota Negara dengan nama Nusantara seperti gagasan Presiden @jokowi diperlukan karena enam alasan utama, yakni: https://t.co/xuJAzHgD3O"
2022-01-22,"Gubernur Provinsi DKI Jakarta, Anies Rasyid Baswedan menegaskan, meskipun telah ditetapkan daerah Ibu Kota Negara (IKN) di Kalimantan Timur, Kota Jakarta masih tetap menjadi pusat perekonomian. https://t.co/ODl0M1Q35n"
2022-01-22,@Paman_Unyu Bikin kajian Ibu Kota Negara (IKN)🙏🏻
2022-01-22,"Desak Pemindahan IKN Dibatalkan, Mustofa Nahrawardaya: Banyak Tanda-Tanda Alam: Politisi Partai Ummat, Mustofa Nahrawardaya mendesak pemindahan Ibu Kota Negara atau IKN segera dibatalkan lantaran menurutnya… https://t.co/9HglwWj1p7 #News #mustofanahrawardaya #pemindahanikn"
2022-01-22,"@cholilnafis Akibat huru hara itu terkecoh lagi, RUU IKN lolos jadi UU Ibu Kota Negara 🙏🏻"
2022-01-22,"RUU Ibu Kota Negara (IKN) akhirnya disahkan menjadi UU. Berikut ini ialah hal-hal penting yang diatur dalam UU tersebut. 

Berikut ialah isi undang-undang tersebut. Yuk simak di infografis berikut ya! https://t.co/PloBsLP1JU"
2022-01-22,"Oleh: Asyari Usman

UU tentang Ibu Kota Negara (IKN) sudah disahkan oleh DPR. Itu mereka lakukan dengan cara buru-buru seperti pengesahan UU Cipta Kerja Omnibus Law.

 https://t.co/CpF9y99AH5"
2022-01-22,"KSP mengatakan, nama"" calon pemimpin Badan Otorita Ibu Kota Negara (IKN) yg selama ini belum mengemuka ke publik bs dimunculkan.

Supaya Presiden Jokowi punya banyak pilihan utk menentukan siapa pemimpin yg lebih tepat...

KSP Moeldoko 

https://t.co/1Dc32xFuez"
2022-01-22,"KSP : Munculkan nama-nama calon pemimpin IKN, agar Presiden punya banyak pilihan

Nama-nama calon pemimpin Badan Otorita Ibu Kota Negara (IKN) yang selama ini belum mengemuka bisa dimunculkan, sehingga Presiden Jokowi punya banyak pilihan utk menentukan siapa pemimpin yang tepat https://t.co/RYcGkK3083"
2022-01-22,"Setelah kesemua fraksi di DPR sepakat ibu kota negara di pindah kecuali Fraksi PKS kini kita tinggal menanti perjuangan Din Samsudin yg akan menggugat UU IKN ke MK, harapan saya MK tidak menjadi partai oposisi baru dg mengabulkan gugatan Din Samsudin."
2022-01-22,"Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono, menyebutkan pembangunan ibu kota baru atau Ibu Kota Negara (IKN) masih belum dimulai karena belum ada anggaran yang tersedia. #TopNews https://t.co/VIGQk2tuQk https://t.co/jlLRvUasaB"
2022-01-22,"@TofaTofa_id Pindah Ibu kota negara tetap d lanjutkan... karna budaya nusantara akan berkembang pesat disana.  
Yang pasti klo IKN pindah maka para kriminal teroris tidak akan bs hidup d sana... para provokator agama akan miskin apalagi para donator teroris akan lari terbirit2 d kaltim"
2022-01-22,"#FOTO Pemindahan #IKN ke Kalimantan Timur kian serius. Pembangunan IKN akan segera dimulai, menyusul disahkannya Undang-undang Ibu Kota Negara. https://t.co/mjVoAH9oas"
2022-01-22,"RUU IKN Sudah Disahkan, Pembangunan Ibu Kota Baru Tunggu Apa Lagi?: Rancangan Undang-Undang Ibu Kota Negara (IKN) sudah disahkan menjadi Undang-Undang (UU). Pemerintah sudah memiliki rencana pembangunan di ibu kota… https://t.co/d0glM6k6ZK #News #basukihadimuljono #ibukotabaru"
2022-01-22,"Presiden Joko Widodo buka suara soal kriteria Kepala Otorita Ibu Kota Negara (IKN) ""Nusantara"" yang ia incar. Beredar sejumlah nama, siapa mereka? https://t.co/1nVg6ipkrP"
2022-01-22,"UU IKN Digugat ke MK, Ibu Kota Negara Indonesia Bisa Senasib Korea Selatan
https://t.co/soD3HxChQx"
2022-01-22,"Sekarang kita beralih ke topik kedua, yakni topik mengenai Rancangan UU IKN.

Kenapa mesti bikin Rancangan UU IKN?

Karena Indonesia belum punya undang-undang yang secara khusus mengatur tentang tata kelola Ibu Kota Negara yang utuh dan ideal, makanya perlu ada Rancangan UU IKN."
2022-01-22,"ANALISA IKN (IBU KOTA NEGARA) 
oleh team @MCybermuslim dan @Minang_cyber 
Assalamualaikum teman"" di mana pun kalian berada..salam sejahtera untuk teman"" kami yg non muslim.
Sebelum kami melanjutkan/menulis hasil analisa kami soal IKN yg saat ini menjadi heboh dan menghebohkan"
2022-01-22,"#FOTO Pemindahan #IKN ke Kalimantan Timur kian serius. Pembangunan IKN akan segera dimulai, menyusul disahkannya Undang-undang Ibu Kota Negara. https://t.co/WHXkqhCzgB"
2022-01-22,"RT korantempo: Pemerintah berdalih proyek pembangunan ibu kota negara (IKN) baru bakal bermanfaat bagi pertumbuhan ekonomi, baik jangka pe…"
2022-01-22,Ibu Kota Negara (IKN) baru sejatinya bukan hal asing. Myanmar dan Malaysia melakukannya lebih dulu namun nasib keduanya sangat berbeda. https://t.co/KVzxjC3Erk
2022-01-22,"Pernyataan Presiden mengenai sosok calon Kepala Badan Otorita IKN (Ibu Kota Negara) yang sebaiknya berlatar belakang arsitek dan pernah memimpin daerah.
Hmmm sepertinya ada yg cocok dgn kriteria diatas 🤭 

https://t.co/JMmkqukHDw"
2022-01-22,Ibu Kota Negara (IKN) baru sejatinya bukan hal asing. Myanmar dan Malaysia melakukannya lebih dulu namun nasib keduanya sangat berbeda. https://t.co/MHfy8Kgh3L
2022-01-22,"Tenaga Ahli Utama Kantor Staf Presiden (KSP) Wandy Tuturoong mengatakan, nama-nama calon pemimpin Badan Otorita Ibu Kota Negara (IKN) yang selama ini belum mengemuka ke publik bisa dimunculkan.
KSP MOELDOKO
https://t.co/SL27rKeF1n"
2022-01-22,"Barusan nyoba nyusun runtutan alur berpikir dalam pembuatan naskah akademik RUU Ibu Kota Negara (IKN) yang kemarin lagi rame didiskusikan di Twitter.

Ngapain sih mesti nyusun RUU IKN? Seandainya mesti nyusun RUU IKN, cara nyusunnya gimana? 🤔

Well, berikut kerangka berpikirnya: https://t.co/cXoxCfaTY0"
2022-01-22,"Ahok Tak Cukup Syarat, Ini 4 Calon yang Bisa Penuhi Kriteria Jokowi: Pemerintah telah mengesahkan Rancangan Undang-Undang Ibu Kota Negara (RUU IKN) menjadi undang-undang (UU), dalam Rapat Paripurna DPR RI pada Selasa,… https://t.co/gXxu1Co66T #News #ahok #presidenindonesia"
2022-01-22,"UU IKN Digugat ke MK, Ibu Kota Negara Indonesia Bisa Senasib Korea Selatan https://t.co/cK9GLzE20W #DinSyamsuddin #IKNNusantara #KoreaSelatan #UuIkn"
2022-01-22,"#BubarkanPKS karena PKS mengkritisi pemerintah yang akan menggunakan dana pemulihan ekonomi untuk membangun IKN - Ibu Kota Negara
https://t.co/nc3rcZ7Seg"
2022-01-22,"@Leonita_Lestari PINDAHKAN IKN TIDAK KE KALIMATAN TIMUR. PINDAHKAN IBU KOTA NEGARA KE PUNCAK BOGOR, YESSS .... https://t.co/beNTK0nfOF"
2022-01-22,"Ernest Prakasa Sindir Nama IKN Nusantara, Abu Janda: Minim Literasi Dia Malas Baca: Pegiat media sosial, Abu Janda alias Permadi Arya menanggapi sindiran selebriti Ernest Prakasa yang mengaku janggal jika Ibu Kota Negara… https://t.co/lnVfnoXOpf #News #abujanda #ernestprakasa"
2022-01-22,"@Bonds_18 @AgusHamra @essoepriyadi @PKSejahtera cinta NKRI tapi pemikiran masih trbelakang. norak‼️dikira baru kali ini ada negara memindahkan ibu kota?
mungkin PKS ikut setuju kalo seandainya IKN di sumbar. 😂😂
revolusi cuma sekedar bacot gobloknya para pentolan PKS yg ga bisa apa-apa. 😂"
2022-01-22,"Setelah melewati berbagai pertimbangan, pemerintah akhirnya memilih nama Nusantara sebagai Ibu Kota Negara (IKN) di Kalimantan Timur.

Selamat atas diresmikannya Nusantara sebagai IKN baru. Semoga dapat menjadi Ibu Kota yang mendorong kesejahteraan bangsa.

#Nusantara https://t.co/sxreRIuDrd"
2022-01-22,"#FOTO Pemindahan #IKN ke Kalimantan Timur kian serius. Pembangunan IKN akan segera dimulai, menyusul disahkannya Undang-undang Ibu Kota Negara. https://t.co/46JwrtYsp7"
2022-01-22,"Nama Basuki Tjahaja Purnama alias Ahok disebut Presiden Jokowi sebagai salah satu calon kuat Kepala Otorita Ibu Kota Negara (IKN) Nusantara. Namun, Ahok dianggap belum pantas memimpin ibu kota baru tersebut. https://t.co/MZDDGPxHAs"
2022-01-22,"Orang2 dah pada tau Nusantara itu sebuatan buat negara kepulauan luas yg bernama Indonesia, tapi malah di perkecil jdi ibu kota heuheuheu, sok ide bgt orang yg ngajuin nama Nusantara buat ikn"
2022-01-22,"Ahok Jadi Pemimpin Ibu Kota Negara (IKN) yang Baru? Hinca: Nyali Besar Sangat Dibutuhkan
#Ahok #BTP #basukitjahjapurnama #jokowi #ikn #Nusantara
 
https://t.co/fsXD3XYt7I lewat @tribunpontianak"
2022-01-22,"Faisal basri :

Ucapa mu akan menjadi sejarah, jika IKN ini fisiknya sudah berdiri dan menjadi ibu kotak negara.

Anak cucun mu tentu akan malu menginjakan kakinya pada Ibu kota negara karena ulah ayahnya.

Profesor tapi tidak negarawan.

IKN proyek masa depan bangsa kita. https://t.co/rBMuTN8JWX"
2022-01-22,"@tempodotco Faisal basri :

Ucapa mu akan menjadi sejarah, jika IKN ini fisiknya sudah berdiri dan menjadi ibu kotak negara.

Anak cucun mu tentu akan malu menginjakan kakinya pada Ibu kota negara karena ulah ayahnya.

Profesor tapi tidak negarawan.

IKN proyek masa depan bangsa kita."
2022-01-22,"[5] Undang, sehingga tak seharusnya dihentikan.

Di postingan kami sebelumnya, Ibu Kota Negara nantinya akan dipimpin oleh Kepala Otorita. Kepala Otorita itu nantinya akan dipilih oleh Presiden. Jokowi pun mengungkap kriteria calon pemimpin IKN yang bernama Nusantara itu."
2022-01-22,"[2] pindah ke Ibu Kota Negara (IKN) baru yang berada di wilayah Kabupaten Penajam Paser Utara &amp; Kutai Kartanegara. 4 Kementerian antara lain Kementerian Dalam Negeri, Kementerian Luar Negeri, Kementerian Pertahanan &amp; Kementerian Sekretariat Negara."
2022-01-22,"Istana Negara akan pindah ke Ibu Kota Negara (IKN) baru di Kalimantan Timur tahun 2024 mendatang. Istana Negara akan menjadi salah satu kantor pemerintahan yang pindah ke ibu kota baru yang dinamakan Nusantara itu pada fase awal.

Selain Istana Negara, ada 4 Kementerian yang ikut https://t.co/neGGi5ibd8"
2022-01-22,"Wah! Ternyata Alasan Presiden Jokowi Pilih Nama Ibu Kota Baru 'Nusantara', Sesuai Petunjuk Langit?: Rancangan Undang-Undang Ibu Kota Negara (RUU IKN) telah disahkan oleh DPR menjadi undang-undang (UU), dalam Rapat… https://t.co/FY3bheBDSF #News #jokowi #presidenindonesia"
2022-01-22,"Menteri PPN/Kepala Bappenas Suharso Monoarfa secara resmi memaparkan nama Ibu Kota Negara (IKN) baru, yaitu Nusantara. Alasan pemilihan nama ini karena sudah dikenal dan dekat dengan masyarakat. Selain itu juga sudah dikenal di dunia global.

Sumber : CNBC Indonesia https://t.co/QVTRagy29z"
2022-01-22,"Sebagian dana penanganan COVID-19 akan dipakai untuk proyek Ibu Kota Negara (IKN) Nusantara. Ekonom senior Faisal Basri menilai, hal itu merupakan kejahatan luar biasa. https://t.co/ygt15YKZZ3"
2022-01-22,Akademikus dan koalisi masyarakat sipil menemukan cacat bawaan Undang-Undang Ibu Kota Negara (UU IKN) baru. Pembahasan kilat yang tertutup serta naskah akademik yang buruk menjadi sinyal kecerobohan pembuat UU. Berpeluang dibatalkan MK. #KoranTempo https://t.co/icRm9V9Wok https://t.co/kYBVbYOKfe
2022-01-22,"@ridwankamil Bodo amat ah dgn Ibu Kota baru ......saya pribadi tdk bangga IKN yg dibangun dgn dana hutang disaat negara dan rakyat sedang dalam kesulitan ekonomi.
Maaf pak 🙏🙏"
