date,tweet
2022-02-23,Kepala Staf Kepresidenan Moeldoko meminta semua pihak jangan egois dan memikirkan anak dan cucu terkait pemindahan Ibu Kota Negara (IKN) ke Kalimantan Timur. #kumparanNews https://t.co/QUodxEdnwb
2022-02-23,"Kepala Staf Kepresidenan Moeldoko meminta semua pihak jangan egois dan memikirkan anak dan cucu terkait pemindahan Ibu Kota Negara (IKN) ke Kalimantan Timur. #kumparanNews
https://t.co/khLZwhsnGK"
2022-02-23,"Presiden Joko Widodo mengungkapkan bahwa pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur akan mengedepankan konsep yang ramah lingkungan. @kemkominfo @03__nakula @Dnok_Ayu @mulanbilqis @WarHasNotEndYet @kesittt @Satya7ogja3
https://t.co/0Vqmk8Jm5q"
2022-02-23,Seperti apa tahap awal pembangunan Ibu Kota Negara (IKN) baru di Kalimantan Timur? Berikut penjelasan Presiden Jokowi. #kumparanNews https://t.co/0RIbgjUGkJ
2022-02-23,Jokowi menekankan pemindahan Ibu Kota Negara (IKN) bukan hanya sekadar pemindahan gedung pemerintahan saat ini. #kumparanNEWS https://t.co/EzRVCZgUki
2022-02-23,"Setelah jadi pertanyaan masyarakat, syarat kepala Otorita Ibu Kota Negara (IKN) Nusantara akhirnya dijawab Presiden Joko Widodo. https://t.co/EBJelKq78G"
2022-02-23,"#SahabatPUPR, pemerintah telah menetapkan titik nol Ibu Kota Negara (IKN) Nusantara berada di Kec. Samboja dan Kec. Sepaku, Kab. Penajam Paser Utara, Kalimantan Timur. #SigapMembangunNegeri https://t.co/S2rgCTCC3a"
2022-02-23,"Presiden @Jokowi mengungkapkan bahwa pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur akan mengedepankan konsep yg ramah lingkungan. Tempat persemaian bibit atau nursery yg dpt menghasilkan sekitar 20 juta bibit setiap tahun pun akan dibangun pada tahap pertama.
#kokowi https://t.co/PT5RTneZxT"
2022-02-23,"#SahabatPUPR, pemerintah telah menetapkan titik nol Ibu Kota Negara (IKN) Nusantara berada di Kec. Samboja dan Kec. Sepaku, Kab. Penajam Paser Utara, Kalimantan Timur.

#SigapMembangunNegeri https://t.co/jUe2DyktuH"
2022-02-23,Nama Bambang Susantono muncul dalam bursa calon pimpinan Ibu Kota Negara (IKN) Nusantara. Ini sepak terjangnya.  https://t.co/lENzMMu5Rj
2022-02-23,Nama Bambang Susantono muncul dalam bursa calon pimpinan Ibu Kota Negara (IKN) Nusantara. Ini sepak terjangnya. https://t.co/Mbqv066H9s
2022-02-23,"Menurut isu2 yg berkembang maka calon kuat Kepala Otorita Ibu Kota Negara (IKN) adalah BAMBANG SUSANTONO yang meenjabat sebagai
Vice-President of Knowledge Management and Sustainable Development of Asian Development Bank
https://t.co/rWvn9ekD1b"
2022-02-23,"Presiden Joko Widodo segera mengumumkan Kepala Otorita Ibu Kota Negara, paling lambat pekan depan. Setelah diumumkan, Presiden akan langsung melantik Kepala Otorita IKN. https://t.co/ns6OyEQSsE https://t.co/q5gfykmufs"
2022-02-23,"Presiden Joko Widodo akan segera mengumumkan Kepala Otorita Ibu Kota Negara (IKN) dalam waktu dekat. Presiden menegaskan Kepala Otorita IKN berasal dari kalangan non-partai politik. 

@jokowi Indonesia Maju

https://t.co/tWQ6GtC29n"
2022-02-23,@MrsRachelIn Mardani omongane mencla-mencle.. bilangnya tidak setuju ibu kota negara pindah..tapi sekarang Mardani sibuk cari orang untuk mimpin IKN.
2022-02-23,Gaes pada tahu gak kalo hari ini IKN atau Ibu Kota Negara yang baru akan dilaunching?
2022-02-23,"Presiden Joko Widodo (Jokowi) meminta pemindahan ibu kota negara (IKN) ke Pulau Kalimantan seharusnya tidak lagi dipertentangkan, karena sudah disetujui dalam sidang paripurna Dewan Perwakilan Rakyat (DPR). https://t.co/kQSX8AKKhx"
2022-02-22,"Presiden Joko Widodo meminta publik menghentikan pertentangan tentang kebijakan pemindahan ibu kota negara (IKN) ke Pulau Kalimantan. Apakah alasannya?

#merahputihcom #ibukotabaru #jokowi 

https://t.co/zuljuax5r7"
2022-02-22,"Sebagai dasar pembangunan, Undang-Undang Nomor 3 Tahun 2022 Tentang Ibu Kota Negara mengamanatkan proses persiapan, pemindahan, pembangunan, hingga bentuk pemerintahan Ibu Kota Negara.
via @ikn_id  
Unduh #UUIKN, klik https://t.co/Y5TSVvPK9v ✍🏻

https://t.co/rDRfu3kAJ5"
2022-02-22,"@VIVAcoid Bodo amat, sekalian aja Jadi Negara IKN dengan wilayah cukup segitu, IKN hanya jadi Ibu Kota Negara IKN bukan Indonesia ya"
2022-02-22,"Presiden Joko “Jokowi” Widodo menyebut pemindahan Ibu Kota Negara (IKN) ke Kalimantan Timur, adalah sebuah transformasi besar. Meski begitu, ia menyadari keputusannya ini tentu mengundang pro kontra di masyarakat. https://t.co/stAYQDBAqj https://t.co/ouLFhswiWz"
2022-02-22,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN | Media Aliansi Indonesia https://t.co/PKP0nAVg9L @KSPgoid @KemensetnegRI
2022-02-22,"Ngobrolin Ibu Kota Negara (IKN) Baru  lebih seru dari Perspektif anak muda nihhh. Nah besok pagi jam 10.00 - 10.30 pantengin 102.50 FM yaaa, mgobrolin menuju (IKN) baru. Sahabat Kreatif boleh ikutan berinteraksi di via WA : 0811-265-1225/mention. https://t.co/mQcauCcWMq https://t.co/UaTLSG0fcD"
2022-02-22,"#InfoGenWaniPooll Presiden Joko Widodo melarang pengendara mobil, khususnya yang berbahan bakar fosil, pindah ke Ibu Kota Negara (IKN) Nusantara. Jokowi menyampaikan ibu kota negara baru dibangun dengan konsep kota hutan pintar."
2022-02-22,"Jreng.....jreng...
Presiden Joko Widodo (Jokowi) akan segera mengumumkan kepala otorita Ibu Kota Negara, Nusantara. Jokowi berencana akan melantik kepala otorita IKN.
https://t.co/iaeFHUCCdv"
2022-02-22,"Ibu Kota Negara (IKN) Nusantara menarik minat banyak tokoh dunia. Tak terkecuali Space Exploration Technologies Corporation (SpaceX) milik Elon Musk.

Bos Tesla Elon Musk Minta Spot Bandara di IKN Nusantara

@PlateJohnny @kemkominfo
https://t.co/7dbEYlQDhX"
2022-02-22,"https://t.co/CJBBA5n1zp

Presiden Joko Widodo (@jokowi) akan segera mengumumkan kepala otorita Ibu Kota Negara, Nusantara. Jokowi berencana akan melantik kepala otorita IKN."
2022-02-22,"Presiden Joko Widodo (Jokowi) akan segera mengumumkan kepala otorita Ibu Kota Negara, Nusantara. Jokowi berencana akan melantik kepala otorita IKN. https://t.co/L2QrbMcFdA"
2022-02-22,"Andrinof Chaniago menegaskan adanya ulama yang menolak Ibu Kota Negara (IKN) dan menyebutnya ada motif oligarki, negara dikuasai pejabat kafir adalah mereka yang tidak memahami Islam secara kaffah.

https://t.co/ulQNd1U7B6"
2022-02-22,"Presiden Joko Widodo menegaskan, konsep pembangunan Ibu Kota Negara (IKN) Nusantara akan sangat ramah lingkungan. Tidak hanya lingkungan yang hijau dengan 70 persen areanya harus menjadi area hijau. Tetapi juga termasuk kendaraan yang digunakan nantinya.

https://t.co/ld2YlMucKC https://t.co/Ex4M0ojBl8"
2022-02-22,"ANGGOTA Komisi II DPR RI Guspardi Gaus menilai Kepala Otorita Ibu Kota Negara (IKN) tidak boleh merangkap jabatan. Apalagi harus rangkap jabatan dengan membagi tugas sebagai menteri di kabinet Presiden Joko Widodo.

Sumber: https://t.co/W7bnrdVeA7"
2022-02-22,"Presiden @jokowi mengatakan bahwa Kepala Otorita Ibu Kota Nusantara (IKN) akan segera diumumkan dalam waktu dekat. Kepala Negara juga memastikan bahwa Kepala Otorita IKN akan dijabat oleh seseorang dari kalangan non-partai politik.

 https://t.co/wN4thvtgb7"
2022-02-22,"Pemerintah melalui Kementerian Lingkungan Hidup dan Kehutanan (KLHK) telah menyiapkan kawasan koridor satwa di sisi utara dan selatan Ibu Kota Negara (IKN) Nusantara.
https://t.co/oMyIjLRtPF"
2022-02-22,"Kemenparekraf sedang menyiapkan peta pengembangan wisata di ibu kota negara, Nusantara. Konsep wisata di IKN disesuaikan dengan potensi wisata di Kalimantan Timur, yakni berbasis alam dan budaya. https://t.co/ns6OyEQkD6 https://t.co/ytj6dVh1lB"
2022-02-22,Presiden Joko Widodo (Jokowi) mengatakan sebanyak 80 persen anggaran pembangunan Ibu Kota Negara (IKN) Nusantara berasal dari skema KPBU https://t.co/RSLnVDGLKu
2022-02-22,"Presiden Joko Widodo menegaskan bahwa 80 persen anggaran pembangunan Ibu Kota Negara (IKN) Nusantara berasal dari skema Kerja Sama Pemerintah dan Badan Usaha (KPBU) dan investasi langsung. Sisanya diperkirakan akan menggunakan APBN.

https://t.co/u2cFefmv7Q https://t.co/8zCq7h2wUM"
2022-02-22,"Ibu Kota Negara (IKN) Nusantara menarik minat banyak tokoh dunia. Tak terkecuali Space Exploration Technologies Corporation (SpaceX) milik Elon Musk. 

Bos Tesla Elon Musk Minta Spot Bandara di IKN Nusantara
@PlateJohnny 
@kemkominfo 
 https://t.co/ihq11tRNzU"
2022-02-22,"Ibu Kota Negara (IKN) Nusantara menarik minat banyak tokoh dunia. Tak terkecuali Space Exploration Technologies Corporation (SpaceX) milik Elon Musk. 

Bos Tesla Elon Musk Minta Spot Bandara di IKN Nusantara
@PlateJohnny 
@kemkominfo 
 https://t.co/shGO9kJfjY"
2022-02-22,"#InfoGenWaniPooll Gubernur Kalimantan Timur Isran Noor menyebut, bandara internasional, bakal dibangun di kawasan ibu kota negara baru (IKN). Namun, bandara itu nggak akan melayani masyarakat umum, melainkan khusus pejabat negara, tamu negara, dan keperluan militer."
2022-02-22,"Presiden Joko Widodo menjelaskan wilayah ibu kota negara (IKN) Nusantara di Kalimantan Timur 70 persen adalah area hijau. Ia akan melarang orang yang senang naik mobil pindah ke IKN.

https://t.co/m76wwRBEdk"
2022-02-22,"@arifin_alif Bisa jd ini untuk menjadi alasan untuk memimpin 2 ibu kota negara, untuk sementara kepala otorita IKN akan bertempat di Jakarta sampai pembangunan IKN selesai. Iye ga sih?"
2022-02-22,"Jokowi menyampaikan ibu kota negara baru dibangun dengan konsep kota hutan pintar, jadi pengendara mobil, khususnya yang berbahan bakar fosil, dilarang pindah ke Ibu Kota Negara (IKN) Nusantara  https://t.co/FDi2bH0awP #Jokowi #IKNbaru #UUIKN"
2022-02-22,"https://t.co/o5eAFGVpfH Jakarta, Senja News - Saat ini Daerah Khusus Ibukota (DKI) Jakarta akan tetap menjadi Ibu Kota Negara (IKN). Hal tersebut akan terus berlangsung hingga bapak Joko Widodo mengeluarkan Keputusan... https://t.co/LP0j1zMZTB"
2022-02-22,Presiden Jokowi mengungkapkan latar belakang kandidat kepala Otorita Ibu Kota Negara (IKN) Nusantara. #IKN https://t.co/gD6ni4v59k
2022-02-22,Pemerintah merencanakan pembangunan ibu kota negara (IKN) Nusantara di Kalimantan Timur (Kaltim) dimulai pada semester II-2022.  https://t.co/KPnyNAR3Wz
2022-02-22,Pemerintah merencanakan pembangunan ibu kota negara (IKN) Nusantara di Kalimantan Timur (Kaltim) dimulai pada semester II-2022.  https://t.co/d48MMrNMXR
2022-02-22,Mendagri Muhammad Tito Karnavian menyerap aspirasi dari jajaran eksekutif dan legislatif yang ada di daerah Kalimantan Timur untuk menyusun regulasi turunan Undang-undang Ibu Kota Negara (UU IKN) @kemendagri https://t.co/WTzdyXPaxJ
2022-02-22,"Presiden Joko Widodo menekankan pembangunan Ibu Kota Negara (IKN) ke Kalimantan Timur merupakan upaya pemerataan infrastruktur, ekonomi, ... https://t.co/bceUa7OcVQ"
2022-02-22,"@WidiarsoKris Photo siapa itu cantik bgt..pas buat ambasador Ibu Kota Negara (IkN)... Cantik sekali.. Manfaatin dong tgl cantik,bikin momen cantik jg"
2022-02-22,"Presiden Joko Widodo memastikan pembangunan Ibu Kota Negara (IKN) Nusantara hanya menggunakan 20 persen anggaran negara.

Gak berpikir ulang nih , Pidatonya bilang begini nanti bengkak bakal diganti 20% Ke 70% Menggunakan APBN seperti KCIC.
https://t.co/LCuRhem4Og"
2022-02-22,Jokowi secara resmi telah meneken Undang-Undang Nomor 3 Tahun 2022 tentang Ibu Kota Negara (IKN).  https://t.co/8K5626sHX8
2022-02-22,Jokowi secara resmi telah meneken Undang-Undang Nomor 3 Tahun 2022 tentang Ibu Kota Negara (IKN).  https://t.co/5AhYNdMBIw
2022-02-22,"Presiden Jokowi memberi isyarat calon Kepala Otorita Ibu Kota Negara (IKN) Nusantara adalah sosok dari kalangan non-partai politik. #iknbarunusantara #IbuKotaBaru #Jokowi 

https://t.co/I8CnAzmdOD"
2022-02-22,Presiden @jokowi mengatakan bahwa Kepala Otorita Ibu Kota Nusantara (IKN) akan segera diumumkan dalam waktu dekat. Kepala Negara juga memastikan bahwa Kepala Otorita IKN akan dijabat oleh seseorang dari kalangan non-partai politik. https://t.co/VlCvvsKvCf
2022-02-22,"Presiden Jokowi mengatakan, Ibu Kota Negara (IKN) baru di Kalimantan Timur akan cocok dengan masyarakat yang senang berjalan kaki dan bersepeda
https://t.co/TKE1IchuoX"
2022-02-22,"Presiden Jokowi memberikan sinyal terkait kepala Otorita Ibu Kota Negara (IKN) Nusantara berasal dari kalangan nonpartai politik.

Selengkapnya: 👇 #KepalaOtoritaIKN https://t.co/FP6kaBo713"
2022-02-22,"Presiden Jokowi menjelaskan sumber anggaran untuk pembangunan Ibu Kota Negara (IKN) Nusantara.

https://t.co/184Ad0Op5H"
2022-02-22,"Ibu Kota Negara (IKN) Nusantara akan mengendepankan konsep pembangunan smart forest city yang diprioritaskan untuk pejalan kaki, pengguna sepeda dan alat transportasi umum.

https://t.co/7iPRqFYWDy"
2022-02-22,"Presiden Jokowi menyatakan jika sosok calon Kepala Otorita Ibu Kota Negara (IKN) bukanlah berasal dari partai politik.

https://t.co/CtDUsuR6Yi"
2022-02-22,"Tak hanya kawasan inti pemerintahan, ibu kota negara (IKN) Nusantara akan dilengkapi dengan bandara berstandar internasional. https://t.co/lcs73rLolk"
2022-02-22,"Presiden Joko Widodo menerangkan pembangunan Ibu Kota Negara (IKN) baru bernama Nusantara akan berkonsep smart forest city.

Selengkapnya: 👇 #IbuKotaNegara https://t.co/etWc5d4629"
2022-02-22,"Presiden Jokowi mengatakan, anggaran pembangunan kawasan inti Ibu Kota Negara (IKN) seluruhnya menggunakan APBN. https://t.co/zs6QG6M8nJ"
2022-02-22,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN https://t.co/Dd6cbsPflt https://t.co/nlbtDfCesW
2022-02-22,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN
2022-02-22,"Ibu Kota Negara (IKN) Nusantara menarik minat banyak tokoh dunia. Tak terkecuali Space Exploration Technologies Corporation (SpaceX) milik Elon Musk. @kemkominfo @budimandjatmiko @Leonita_Lestari @HurryKoRn @Atikah2010 @__RismaWidiono_ @Rizmaya__
https://t.co/F0stBONWqY"
2022-02-22,"Politikus PDI Perjuangan Ruhut Sitompul sangat yakin Presiden Joko Widodo (Jokowi) bakal menunjuk Basuki Tjahaja Purnama atau Ahok menjadi Kepala Otorita pertama Ibu Kota Negara (IKN) Nusantara, simak selengkapnya. #KepalaOtoritaIKNNusantara https://t.co/wJWSTtjY5P"
2022-02-22,Presiden Joko Widodo segera mengumumkan nama Kepala Badan Otorita Ibu Kota Negara (IKN) Nusantara. Pelantikan akan dilakukan pekan depan. https://t.co/OIQpgB10bq
2022-02-22,dalam menentukan lokasi calon bandara baru yang menunjang Ibu Kota Negara atau IKN Nusantara memiliki wilayah yang cukup strategis https://t.co/OYGS2dTjvq https://t.co/NgOWaoXgnr
2022-02-22,Sanata Dharma Yogyakarta akan Dirikan Kampus Pertama di Ibu Kota Negara  (IKN) Nusantara https://t.co/oagfCGQA0E via @yogyakartacity
2022-02-22,"Cuma Ditolak PKS, Presiden RI Jokowi: Mestinya Pemindahan IKN Tak Dipertentangkan Lagi: Presiden RI Jokowi (Jokowi) mengatakan, pemindahan Ibu Kota Negara (IKN) dari DKI Jakarta ke Kalimantan Timur… https://t.co/55aC6fD6d4 #beritabaik #timesindonesia #ketahananinformasi"
2022-02-22,"Politikus PDI Perjuangan Ruhut Sitompul meyakini Presiden Joko Widodo (Jokowi) bakal menunjuk Basuki Tjahaja Purnama atau Ahok menjadi Kepala Otorita pertama Ibu Kota Negara (IKN) Nusantara, simak selengkapnya. #RuhutSitompul https://t.co/YfbcUM9H9x"
2022-02-22,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN https://t.co/qS7s4UA4MU https://t.co/OLpmhPnVrU
2022-02-22,"Menteri Dalam Negeri (Mendagri) Muhammad Tito Karnavian optimistis keberadaan Ibu Kota Negara (IKN) yang tengah dibangun di Kalimantan Timur (Kaltim) akan berdampak positif terhadap pertumbuhan ekonomi dan pembangunan di daerah tersebut.
https://t.co/raHDzG1Jhq"
2022-02-22,Presiden Jokowi menjuluki Ibu Kota Negara (IKN) Nusantara sebagai 10 Minutes City. Dia menyampaikan warga hanya butuh 10 menit untuk mengelilingi seluruh penjuru ibu kota baru https://t.co/BnHLohsUaD
2022-02-22,"KABID PARIWISATA ANGKAT BICARA SOAL IBU KOTA NEGARA

#IbukotaNegara
#IKN
#SemangatNusantara https://t.co/remWCSnig5"
2022-02-22,"Pemerintah mematangkan rencana pembangunan bandara di Ibu Kota Negara (IKN) Nusantara di wilayah Provinsi Kalimantan Timur sangat baik dan strategis.

#merahputihcom #ibukotanegara #update  

https://t.co/lz6wPycdg5"
2022-02-22,Wali Kota Banjarbaru Aditya Mufti Ariffin mengatakan penetapan Banjarbaru sebagai ibu kota akan berdampak pada kemajuan daerah terlebih adanya pemindahan ibu kota negara (IKN) ke Kalimantan Timur.  https://t.co/OiwNaZolhv
2022-02-22,"Presiden @jokowi menjabarkan seharusnya rencana ibu kota negara (IKN) baru pindah ke Kalimantan Timur mestinya tidak dipertentangkan lagi.
Menurut Jokowi rencana IKN ini tak perlu dipertentangkan lagi karena secara hukum politik sudah selesai. https://t.co/BcTRfV9AGW"
2022-02-22,Presiden Joko Widodo (Jokowi) bilang konsep pembangunan Ibu Kota Negara (IKN) yang baru sangat cocok dengan pejalan kaki dan pesepeda. Tapi enggak cocok dengan warga yang masih doyan naik mobil. https://t.co/rmdFyz7NmW
2022-02-22,"Presiden Jokowi telah menandatangani UU tentang Ibu Kota Negara (IKN). Jokowi pun menilai, semestinya aturan tersebut sudah tidak dipertentangkan oleh sejumlah pihak.
 https://t.co/DJJZTaziOa"
2022-02-22,"Presiden Jokowi menegaskan jangan ada anggapan bahwa pembangunan Ibu Kota Negara (IKN) di Kalimantan Timur merupakan upaya merusak hutan. #Jokowi #ibukotabaru #iknbarunusantara 

https://t.co/9PM8Qr0wNn"
2022-02-22,"Pemerintah akan membangun bandara baru di Ibu Kota Negara Baru (IKN), Penajam Paser Utara, Kalimantan Timur https://t.co/NeI4KnCdlx"
2022-02-22,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN https://t.co/xVUFhRpBUt
2022-02-22,"Presiden Joko Widodo (Jokowi) bisa menunjuk sekaligus memberhentikan pimpinan Ibu Kota Negara (IKN) Nusantara.
https://t.co/RYSw07XTM2"
2022-02-22,"Pemindahan IBU KOTA NEGARA merupakan wujud transformasi dan pemerataan pembangunan nusantara sentris.

Bangun kehidupan sosial yg adil, inklusif berbasis pada ekonomi moderen.

Ayo dukung terus proyek pembangunan IKN demi sebuah perubahan besar bagi republik tercinta kita. https://t.co/Ayk4teJbRN"
2022-02-22,"Menteri Pekerjaan Umum dan Perumahan Rakyat (PUPR) Basuki Hadimuljono menilai pembangunan ibu kota negara (IKN) dapat menjadi peluang besar bagi arsitek Indonesia untuk menunjukkan kreativitas.

@jokowi
@erickthohir 
https://t.co/VxKzHP4hO9"
2022-02-22,"Yayasan Sanata Dharma (YSD) Yogyakarta akan mendirikan kampus di sekitar Ibu Kota Negara (IKN) Nusantara. Rencananya kampus itu akan dibangun di Sepaku, Kabupaten Penajam Paser Utara (PPU) Kalimantan Timur (Kaltim).

https://t.co/S5A1hzkVhB"
2022-02-22,"Kementerian Komunikasi dan Informatika menyebutkan telah merampungkan desain infrastruktur untuk menunjang sistem komunikasi di Ibu Kota Negara (IKN) Nusantara yang nantinya juga akan mengadopsi sistem kelola Kota Pintar 
Vaksin Tingkatkan Kekebalan
#PatuhHindariKerumunan https://t.co/VMJTny5Rof"
2022-02-22,"Dengan nama Nusantara, Ibu Kota Negara (IKN) Republik Indonesia merepresentasikan konsep kesatuan yang mengakomodasi kekayaan kemajemukan Indonesia

Vaksin Tingkatkan Kekebalan
#PatuhHindariKerumunan https://t.co/AbYiPgmV38"
2022-02-22,"Lokasi bandara baru di Ibu Kota Negara (IKN) telah ditentukan di Kecamatan Penajam, Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur.  https://t.co/LDIWrN5F7N"
2022-02-22,"Lokasi bandara baru di Ibu Kota Negara (IKN) telah ditentukan di Kecamatan Penajam, Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur.  https://t.co/kYg3JFgQoh"
2022-02-22,"Menteri Perhubungan (Menhub) Budi Karya Sumadi meninjau lokasi calon Bandara Baru Penunjang Ibu Kota Negara (IKN) yang terletak di Kecamatan Penajam, #bandaraikn https://t.co/xmwUTbNmlv"
2022-02-22,"Mengawali seri artikel website @politikbrin mengenai ibu kota negara (IKN) baru, Zamzam Muhammad Fuad @zamzamfuad dari @brin_indonesia mengemukakan sebuah sudut pandang menarik. https://t.co/JQ2lY8PSxa"
2022-02-22,"Pemerintah telah menetapkan lokasi calon bandara baru penunjang Ibu Kota Negara (IKN) Nusantara yang berada di wilayah Kabupaten Penajam Paser Utara, Kalimantan Timur. 

Selengkapnya: https://t.co/5vIAmdtSXF

#MNCTrijaya #TrijayaUpdate #Bandara #IKN #Kemenhub https://t.co/BaPxRON0TY"
2022-02-22,"Menteri Perhubungan (Menhub) Budi Karya Sumadi meninjau lokasi calon Bandara Baru Penunjang Ibu Kota Negara (IKN) Nusantara.

#merahputihcom #ibukotabaru #update 

https://t.co/LzQNNuknlJ"
2022-02-22,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN - Lombok Insider https://t.co/dQC8nkV3sx
2022-02-22,"Pemerintah akan membangun bandara baru di wilayah Ibu Kota Negara (IKN) Nusantara. Lokasi calon bandara ada di Kecamatan Penajam, Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur.

 https://t.co/IYM5jJfPDE"
2022-02-22,"UU Ibu Kota Negara Jadi Awal Dimulainya Pembangunan IKN

@AriefMunajad @lucky_purn4m4 @BappenasRI @jokowi 
#indonesia #berita #beritaterkini #bappenas #Jokowi 

https://t.co/U4dCdlSRgl"
2022-02-22,"Pemkab PPU Bakal Pertahankan Aset Guest House dan RS Pratama di IKN Nusantara: Pindahnya Ibu Kota Negara (IKN) dari Jakarta ke wilayah administrasi Penajam Paser Utara, di Sepaku, akan mengubah segalanya https://t.co/yFbhILucdM"
2022-02-22,UU IKN Diteken Jokowi Pertanda Dimulainya Pembangunan Ibu Kota Negara https://t.co/56QMSJIgDr
2022-02-22,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN https://t.co/sLk80ccwSC
2022-02-22,"Menteri Perhubungan (Menhub) Budi Karya Sumadi meninjau lokasi calon Bandara Baru Penunjang Ibu Kota Negara (IKN) yang terletak di Kecamatan Penajam, Kabupaten Penajam Paser Utara, Kalimantan Timur pada, Senin (21/2).  https://t.co/rqkHpv4MUs"
2022-02-22,"🌐 IBU KOTA NEGARA?

Kali ini https://t.co/UsLICU0U4p ingin mengetahui para milenial terkait dengan Ibu Kota Negara yang baru. Informasi apa yang didapat serta apa masukan yang harus dilakukan kedepannya.

Bantu link survey IKN di bawah ini ya guys.. 😁

https://t.co/TCxEM9p4Xm https://t.co/tL4BwVtQGO"
2022-02-22,"🌐 IBU KOTA NEGARA?

Kali ini https://t.co/VBKhnhC0Pr ingin mengetahui para milenial terkait dengan Ibu Kota Negara yang baru. Informasi apa yang didapat serta apa masukan yang harus dilakukan kedepannya.

Bantu link survey IKN di bawah ini ya guys.. 😁

https://t.co/Iw3N5kV7lk https://t.co/1lpyWv46oL"
2022-02-22,"Kemenparekraf tengah menyusun cetak biru terkait potensi pariwisata di Ibu Kota Negara (IKN) Baru yang ditargetkan rampung selambatnya pada Mei 2022 meskipun baru dalam bentuk kerangka awal.

 https://t.co/qQkxbNUPtw"
2022-02-22,"Pembangunan IKN berdasarkan UU yang berlaku. Bernama NUSANTARA, Ibu Kota Negara mengusung Visi ""Kota Dunia Untuk Semua""
#IndonesiaMaju https://t.co/VfxwycYCR6"
2022-02-22,"Kita tentu tahu IKN baru bakal ada Kalimantan. Kita juga bisa loh nitip harapan tentang bagaimana nanti Ibu Kota Baru. Caranya klik link dan isi survey tentang IBU KOTA NEGARA ? , Berikut ini 👇

https://t.co/WWfxZOFzIF"
2022-02-22,JAKARTA – Kepala Otorita Ibu Kota Negara (IKN) tidak boleh merangkap jabatan.  Hal ini ditegaskan oleh Anggota Komisi II DPR RI Guspardi Gaus. https://t.co/6kKa2Gp5C2
2022-02-21,"Pemindahan Kementerian dan Lembaga (K/L) ke Ibu Kota Negara (IKN) akan dibagi menjadi menjadi lima klaster lembaga. Berikut pembagiannya.

 https://t.co/wtYcmXbNa4"
2022-02-21,"https://t.co/MzmPlxhYW7, JAKARTA -- Anggota Komisi II DPR Fraksi PAN, Guspardi Gaus, menyikapi soal wacana menteri dapat merangkap jabatan sebagai kepala otorita Ibu Kota Negara (IKN) Nusantara.

Menurutnya jika ada seorang...
https://t.co/iayXxDWQys"
2022-02-21,"Komite Kajian Jakarta (KKJ) mengusulkan Jakarta menjadi Provinsi Daerah Istimewa Jakarta Raya, setelah nantinya tak lagi menjadi ibu kota negara. #IKN https://t.co/RWgFmXXz5I"
2022-02-21,Suharso Monoarfa: Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN https://t.co/dRmuQgFsh8
2022-02-21,Suharso Monoarfa: Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN https://t.co/dRmuQgnQSy via @kabar_tangsel
2022-02-21,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN https://t.co/yzhx66P9IS
2022-02-21,Undang-Undang Ibu Kota Negara Tandai Dimulainya Pembangunan IKN https://t.co/UQRlruK2w6
2022-02-21,"Oleh: Abdurrahman Anton Minardi

Terburu-burunya ketok Palu untuk memindahkan Ibu Kota Negara (IKN) sangat dipertanyakan.

 https://t.co/GFbuc6pYIj"
2022-02-21,"Pemindahan ibu kota negara ( IKN ) dari Jakarta ke Penajam Paser Utara, Kalimantan Timur bertujuan untuk mewujudkan semangat Indonesia sentris. https://t.co/HFFp5RTWpw"
2022-02-21,"Menteri Perhubungan (Menhub) Budi Karya Sumadi meninjau lokasi calon Bandara Baru Penunjang Ibu Kota Negara (IKN) yang terletak di Kecamatan Penajam, Kabupaten Penajam Paser Utara, Provinsi Kalimantan Timur. https://t.co/eoNMRk12HU"
2022-02-21,"Pemindahan ibu kota negara ( IKN ) dari Jakarta ke Penajam Paser Utara, Kalimantan Timur bertujuan untuk mewujudkan semangat Indonesia sentris. https://t.co/Lsi5mmjDDJ"
2022-02-21,"Pemindahan ibu kota negara ( IKN ) dari Jakarta ke Penajam Paser Utara, Kalimantan Timur bertujuan untuk mewujudkan semangat Indonesia sentris. https://t.co/GFQ2GDWR5v"
2022-02-21,"Pemindahan ibu kota negara ( IKN ) dari Jakarta ke Penajam Paser Utara, Kalimantan Timur bertujuan untuk mewujudkan semangat Indonesia sentris. https://t.co/Udl64mGg3i"
